id,uu_id,bab,konten_bab,bagian,nama_bagian,pasal,context,context_number,content,halaman,kategori
11,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,4,"(3) Ketentuan sebagaimana dimaksud pada ayat (1) tidak berlaku bagi: a. direksi atau komisaris dengan kepemilikan saham tertentu atau pemegang saham sesuai dengan ketentuan peraturan perundang-undangan; b. pegawai diplomatik dan konsuler pada kantor perwakilan negara asing; atau c. Tenaga Kerja Asing yang dibutuhkan oleh Pemberi Kerja pada jenis kegiatan produksi yang terhenti karena keadaan darurat, vokasi, Perusahaan rintisan (start-upl berbasis teknologi, kunjungan bisnis, dan penelitian untuk jangka waktu tertentu.
(4) Tenaga Kerja Asing dapat dipekerjakan di Indonesia hanya dalam Hubungan Kerja untuk jabatan tertentu dan waktu tertentu serta memiliki kompetensi sesuai dengan jabatan yang akan diduduki.
(5) Tenaga Kerja Asing dilarang menduduki jabatan yang mengurusi personalia.
(6) Ketentuan mengenai jabatan tertentu dan waktu tertentu sebagaimana dimaksud pada ayat (4) diatur dalam Peraturan Pemerintah.",541,Penggunaan Tenaga Kerja Asing
12,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,5,Pasal 43 dihapus.,541,
13,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,6,Pasal 44 dihapus.,541,
14,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,7,Ketentuan Pasal 45 diubah sehingga berbunyi sebagai berikut: Pasal 45 (1) Pemberi Kerja Tenaga Kerja Asing wajib: a. menunjuk Tenaga Kerja warga negara Indonesia sebagai tenaga pendamping Tenaga Kerja Asing yang dipekerjakan untuk alih teknologi dan alih keahlian dari Tenaga Kerja Asing;,541,Penggunaan Tenaga Kerja Asing
15,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,7,"(1) b. melaksanakan pendidikan dan Pelatihan Kerja bagi Tenaga Kerja warga negara Indonesia sebagaimana dimaksud pada huruf a yang sesuai dengan kualifikasi jabatan yang diduduki oleh Tenaga Kerja Asing; dan c. memulangkan Tenaga Kerja Asing ke negara asalnya setelah Hubungan Kerjanya berakhir.
(2) Ketentuan sebagaimana dimaksud pada ayat (1) huruf a dan huruf b tidak berlaku bagi Tenaga Kerja Asing yang menduduki jabatan tertentu.",542,Penggunaan Tenaga Kerja Asing
16,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,8,Pasal 46 dihapus.,542,
17,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,9,"Ketentuan Pasal 47 diubah sehingga berbunyi sebagai berikut: Pasal 47 (1) Pemberi Kerja wajib membayar kompensasi atas setiap Tenaga Kerja Asing yang dipekerjakannya.
(2) Kewajiban membayar kompensasi sebagaimana dimaksud pada ayat (1) tidak berlaku bagi instansi pemerintah, perwakilan negara asing, badan internasional, lembaga sosial, lembaga keagamaan, dan jabatan tertentu di lembaga pendidikan.
(3) Ketentuan mengenai besaran dan penggunaan kompensasi sebagaimana dimaksud pada ayat (1) diatur sesuai dengan ketentuan peraturan perundang-undangan.",542,Penggunaan Tenaga Kerja Asing
18,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,10,Pasal 48 dihapus.,542,
19,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,11,Ketentuan Pasal 49 diubah sehingga berbunyi sebagai berikut: Pasal 49 Ketentuan lebih lanjut mengenai penggunaan Tenaga Kerja Asing diatur dalam Peraturan Pemerintah.,542,Penggunaan Tenaga Kerja Asing
20,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,12,"Ketentuan Pasal 56 diubah sehingga berbunyi sebagai berikut: Pasal 56 (1) Perjanjian Kerja dibuat untuk waktu tertentu atau untuk waktu tidak tertentu.
(2) Perjanjian kerja waktu tertentu sebagaimana dimaksud pada ayat (1) didasarkan atas: a. jangka waktu; atau b. selesainya suatu pekerjaan tertentu.
(3) Jangka waktu atau selesainya suatu pekerjaan tertentu sebagaimana dimaksud pada ayat (2) ditentukan berdasarkan Perjanjian Kerja.
(4) Ketentuan lebih lanjut mengenai perjanjian kerja waktu tertentu berdasarkan jangka waktu atau selesainya suatu pekerjaan tertentu diatur dalam Peraturan Pemerintah.",543,Perjanjian Kerja dan Status Karyawan
21,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,13,"Ketentuan Pasal 57 diubah sehingga berbunyi sebagai berikut: Pasal 57 (1) Perjanjian kerja waktu tertentu dibuat secara tertulis serta harus menggunakan bahasa Indonesia dan huruf latin.
(2) Dalam hal perjanjian kerja waktu tertentu dibuat dalam bahasa Indonesia dan bahasa asing, apabila kemudian terdapat perbedaan penafsiran antara keduanya, yang berlaku perjanjian kerja waktu tertentu yang dibuat dalam bahasa Indonesia.",543,
22,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,14,Ketentuan Pasal 58 diubah sehingga berbunyi sebagai berikut: Pasal 58,543,Perjanjian Kerja dan Status Karyawan
23,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,14,"Pasal 58 (1) Perjanjian kerja waktu tertentu tidak dapat mensyaratkan adanya masa percobaan kerja.
(2) Dalam hal disyaratkan masa percobaan kerja sebagaimana dimaksud pada ayat (1), masa percobaan kerja yang disyaratkan tersebut batal demi hukum dan masa kerja tetap dihitung.",544,Perjanjian Kerja dan Status Karyawan
24,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,15,"Ketentuan Pasal 59 diubah sehingga berbunyi sebagai berikut: Pasal 59 (1) Perjanjian kerja waktu tertentu hanya dapat dibuat untuk pekerjaan tertentu yang menurut jenis dan sifat atau kegiatan pekerjaannya akan selesai dalam waktu tertentu, yaitu sebagai berikut:
a. pekerjaan yang sekali selesai atau yang sementara sifatnya;
b. pekerjaan yang diperkirakan penyelesaiannya dalam waktu yang tidak terlalu lama;
c. pekerjaan yang bersifat musiman;
d. pekerjaan yang berhubungan dengan produk baru, kegiatan baru, atau produk tambahan yang masih dalam percobaan atau penjajakan; atau
e. pekerjaan yang jenis dan sifat atau kegiatannya bersifat tidak tetap.
(2) Perjanjian kerja waktu tertentu tidak dapat diadakan untuk pekerjaan yang bersifat tetap.
(3) Perjanjian kerja waktu tertentu yang tidak memenuhi ketentuan sebagaimana dimaksud pada ayat (1) dan ayat (2) demi hukum menjadi perjanjian kerja waktu tidak tertentu.
(4) Ketentuan lebih lanjut mengenai jenis dan sifat atau kegiatan pekerjaan, jangka waktu, dan batas waktu perpanjangan perjanjian kerja waktu tertentu diatur dalam Peraturan Pemerintah.",544,Perjanjian Kerja dan Status Karyawan
25,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,16,"Ketentuan Pasal 61 diubah sehingga berbunyi sebagai berikut: Pasal 61 (1) Perjanjian Kerja berakhir apabila:
a. Pekerja/Buruh meninggal dunia;
b. berakhirnya jangka waktu Perjanjian Kerja;
c. selesainya suatu pekerjaan tertentu;
d. adanya putusan pengadilan dan/atau putusan lembaga penyelesaian Perselisihan Hubungan Industrial yang telah mempunyai kekuatan hukum tetap; atau
e. adanya keadaan atau kejadian tertentu yang dicantumkan dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama yang dapat menyebabkan berakhirnya Hubungan Kerja.
(2) Perjanjian Kerja tidak berakhir karena meninggalnya Pengusaha atau beralihnya hak atas Perusahaan yang disebabkan penjualan, pewarisan, atau hibah.
(3) Dalam hal terjadi pengalihan Perusahaan, hak-hak Pekerja/Buruh menjadi tanggung jawab Pengusaha baru, kecuali ditentukan lain dalam perjanjian pengalihan yang tidak mengurangi hak-hak Pekerja/Buruh.
(4) Dalam hal Pengusaha orang perseorangan meninggal dunia, ahli waris Pengusaha dapat mengakhiri Perjanjian Kerja setelah merundingkan dengan Pekerja/Buruh.
(5) Dalam hal Pekerja/Buruh meninggal dunia, ahli waris Pekerja/Buruh berhak mendapatkan hak-haknya sesuai dengan ketentuan peraturan perundang-undangan atau hak-hak yang telah diatur dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama.",545,Perjanjian Kerja dan Status Karyawan
26,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,17,"Di antara Pasal 61 dan Pasal 62 disisipkan 1 (satu) pasal, yakni Pasal 61A sehingga berbunyi sebagai berikut: Pasal 61A",545,Perjanjian Kerja dan Status Karyawan
27,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,17,"Pasal 61A (1) Dalam hal perjanjian kerja waktu tertentu berakhir sebagaimana dimaksud dalam Pasal 61 ayat (1) huruf b dan huruf c, Pengusaha wajib memberikan uang kompensasi kepada Pekerja/ Buruh.
(2) Uang kompensasi sebagaimana dimaksud pada ayat (1) diberikan kepada Pekerja/Buruh sesuai dengan masa kerja Pekerja/Buruh di Perusahaan yang bersangkutan.
(3) Ketentuan lebih lanjut mengenai uang kompensasi diatur dalam Peraturan Pemerintah.",546,Perjanjian Kerja dan Status Karyawan
28,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,18,"Ketentuan Pasal 64 diubah sehingga berbunyi sebagai berikut: Pasal 64 (1) Perusahaan dapat menyerahkan sebagian pelaksanaan pekerjaan kepada Perusahaan lainnya melalui perjanjian alih daya yang dibuat secara tertulis.
(2) Pemerintah menetapkan sebagian pelaksanaan pekerjaan sebagaimana dimaksud pada ayat (1). (3) Ketentuan lebih lanjut mengenai penetapan sebagian pelaksanaan pekerjaan sebagaimana dimaksud pada ayat (2) diatur dalam Peraturan Pemerintah.",546,Perjanjian Kerja dan Status Karyawan
29,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,19,Pasal 65 dihapus.,546,
30,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,20,"Ketentuan Pasal 66 diubah sehingga berbunyi sebagai berikut: Pasal 66 (1) Hubungan Kerja antara Perusahaan alih daya dengan Pekerja/Buruh yang dipekerjakannya didasarkan pada Perjanjian Kerja yang dibuat secara tertulis, baik perjanjian kerja waktu tertentu maupun perjanjian kerja waktu tidak tertentu.
(2) Pelindungan Pekerja/Buruh, Upah dan kesejahteraan, syarat-syarat kerja, serta perselisihan yang timbul dilaksanakan sekurang-kurangnya sesuai dengan ketentuan peraturan perundang-undangan dan menjadi tanggung jawab Perusahaan alih daya.",546,Perjanjian Kerja dan Status Karyawan
31,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,20,"(3) Dalam hal Perusahaan alih daya mempekerjakan Pekerja/ Buruh berdasarkan perjanjian kerja waktu tertentu sebagaimana dimaksud pada ayat (1), perjanjian kerja waktu tertentu tersebut harus mensyaratkan pengalihan pelindungan hak-hak bagi Pekerja/Buruh apabila terjadi pergantian Perusahaan alih daya dan sepanjang objek pekerjaannya tetap ada.
(4) Perusahaan alih daya sebagaimana dimaksud pada ayat (1) berbentuk badan hukum dan wajib memenuhi Perizinan Berusaha yang diterbitkan oleh Pemerintah Pusat.
(5) Perizinan Berusaha sebagaimana dimaksud pada ayat (4) harus memenuhi norma, standar, prosedur, dan kriteria yang ditetapkan oleh Pemerintah Pusat.
(6) Ketentuan lebih lanjut mengenai pelindungan Pekerja/Buruh sebagaimana dimaksud pada ayat (2) dan Perizinan Berusaha sebagaimana dimaksud pada ayat (4) diatur dalam Peraturan Pemerintah.",547,Perjanjian Kerja dan Status Karyawan
32,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,21,Judul Paragraf 1 pada BAB X diubah sehingga berbunyi sebagai berikut: Paragraf 1 Penyandang Disabilitas,547,
33,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,22,"Ketentuan Pasal 67 diubah sehingga berbunyi sebagai berikut: Pasal 67 (1) Pengusaha yang mempekerjakan Tenaga Kerja penyandang disabilitas wajib memberikan perlindungan sesuai dengan jenis dan derajat kedisabilitasan.
(2) Pemberian perlindungan sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan.",547,
34,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,23,"Ketentuan Pasal 77 diubah sehingga berbunyi sebagai berikut: Pasal 77 (1) Setiap Pengusaha wajib melaksanakan ketentuan waktu kerja.
(2) Waktu kerja sebagaimana dimaksud pada ayat (1) meliputi:
a. 7 (tujuh) jam 1 (satu) hari dan 40 (empat puluh) jam 1 (satu) minggu untuk 6 (enam) hari kerja dalam 1 (satu) minggu; atau
b. 8 (delapan) jam 1 (satu) hari dan 40 (empat puluh)jam 1 (satu) minggu untuk 5 (lima) hari kerja dalam 1 (satu) minggu.
(3) Ketentuan waktu kerja sebagaimana dimaksud pada ayat (2) tidak berlaku bagi sektor usaha atau pekerjaan tertentu.
(4) Pelaksanaan jam kerja bagi Pekerja/Buruh di Perusahaan diatur dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama.
(5) Ketentuan lebih lanjut mengenai waktu kerja pada sektor usaha atau pekerjaan tertentu sebagaimana dimaksud pada ayat (3) diatur dalam Peraturan Pemerintah.
Ayat~ !24.",548,Waktu Kerja dan Waktu Istirahat
35,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,24,"(2) Pengusaha yang mempekerjakan Pekerja/Buruh melebihi waktu kerja sebagaimana dimaksud pada ayat (1) wajib membayar Upah kerja lembur.
(3) Ketentuan waktu kerja lembur sebagaimana dimaksud pada ayat (1) huruf b tidak berlaku bagi sektor usaha atau pekerjaan tertentu.
(4) Ketentuan lebih lanjut mengenai waktu kerja lembur dan Upah kerja lembur diatur dalam Peraturan Pemerintah.",548,Waktu Kerja dan Waktu Istirahat
36,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,24,"Ketentuan Pasal 79 diubah sehingga berbunyi sebagai berikut: Pasal 79 (1) Pengusaha wajib memberi: a. waktu istirahat; dan b. cuti.
(2) Waktu istirahat sebagaimana dimaksud pada ayat (1) huruf a wajib diberikan kepada Pekerja/Buruh paling sedikit meliputi:
a. istirahat antara jam kerja, paling sedikit setengah jam setelah bekerja selama 4 (empat) jam terus-menerus, dan waktu istirahat tersebut tidak termasuk jam kerja; dan b. istirahat mingguan 1 (satu) hari untuk 6 (enam) hari kerja dalam 1 (satu) minggu.
(3) Cuti sebagaimana dimaksud pada ayat (1) huruf b yang wajib diberikan kepada Pekerja/Buruh, yaitu cuti tahunan, paling sedikit 12 (dua belas) hari kerja setelah Pekerja/Buruh yang bersangkutan bekerja selama 12 (dua belas) bulan secara terus menerus.
(4) Pelaksanaan cuti tahunan sebagaimana dimaksud pada ayat (3) diatur dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama.",549,Waktu Kerja dan Waktu Istirahat
37,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,25,"(5) Selain waktu istirahat dan cuti sebagaimana dimaksud pada ayat (1), ayat (2), dan ayat (3), Perusahaan tertentu dapat memberikan istirahat panjang yang diatur dalam Perjanjian Kerja, Peraturan Perusahaan, atau Perjanjian Kerja Bersama.
(6) Ketentuan lebih lanjut mengenai Perusahaan tertentu sebagaimana dimaksud pada ayat (5) diatur dengan Peraturan Pemerintah.",549,Waktu Kerja dan Waktu Istirahat
38,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,25,"Ketentuan Pasal 84 diubah sehingga berbunyi sebagai berikut: Pasal 84 Setiap Pekerja/Buruh yang menggunakan hak waktu istirahat sebagaimana dimaksud dalam Pasal 79 ayat(2) huruf b, ayat (3), ayat (5), Pasal 80, dan Pasal 82 berhak mendapat Upah penuh.",550,Waktu Kerja dan Waktu Istirahat
39,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,26,"Ketentuan Pasal 88 diubah sehingga berbunyi sebagai berikut: Pasal 88 (1) Setiap Pekerja/Buruh berhak atas penghidupan yang layak bagi kemanusiaan.
(2) Pemerintah Pusat menetapkan kebijakan pengupahan sebagai salah satu upaya mewujudkan hak Pekerja/Buruh atas penghidupan yang layak bagi kemanusiaan.
(3) Kebijakan pengupahan sebagaimana dimaksud pada ayat (2) meliputi: a. Upah minimum; b. struktur dan skala Upah; c. Upah kerja lembur; d. Upah tidak masuk kerja dan/atau tidak melakukan pekerjaan karena alasan tertentu; e. bentuk dan cara pembayaran Upah; f. hal-hal yang dapat diperhitungkan dengan Upah; dan g. Upah sebagai dasar perhitungan atau pembayaran hak dan kewajiban lainnya.
(4) Ketentuan lebih lanjut mengenai kebijakan pengupahan diatur dalam Peraturan Pemerintah.",550,Waktu Kerja dan Waktu Istirahat
40,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,27,"Di antara Pasal 88 dan Pasal 89 disisipkan 6 (enam) pasal, yakni Pasal 88A, Pasal 88B, Pasal 88C, Pasal 88D, Pasal 88E, dan Pasal 88F sehingga berbunyi sebagai berikut: Pasal 88A (1) Hak Pekerja/Buruh atas Upah timbul pada saat terjadi Hubungan Kerja antara Pekerja/Buruh dengan Pengusaha dan berakhir pada saat putusnya Hubungan Kerja.
(2) Setiap Pekerja/Buruh berhak memperoleh Upah yang sama untuk pekerjaan yang sama nilainya.
(3) Pengusaha wajib membayar Upah kepada Pekerja/ Buruh sesuai dengan kesepakatan.
(4) Pengaturan pengupahan yang ditetapkan atas kesepakatan antara Pengusaha dan Pekerja/ Buruh atau Serikat Pekerja/Serikat Buruh tidak boleh lebih rendah dari ketentuan pengupahan yang ditetapkan dalam peraturan perundang-undangan.
(5) Dalam hal kesepakatan sebagaimana dimaksud pada ayat (4) lebih rendah atau bertentangan dengan peraturan perundang-undangan, kesepakatan tersebut batal demi hukum dan pengaturan pengupahan dilaksanakan sesuai dengan ketentuan peraturan perundang-undangan.
(6) Pengusaha yang karena kesengajaan atau kelalaiannya mengakibatkan keterlambatan pembayaran Upah, dikenakan denda sesuai dengan persentase tertentu dari Upah Pekerja/Buruh.",550,Pengupahan
41,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,28,"(7) Pekerja/Buruh yang melakukan pelanggaran karena kesengajaan atau kelalaiannya dapat dikenakan denda.
(8) Pemerintah mengatur pengenaan denda kepada Pengusaha dan/atau Pekerja/Buruh dalam pembayaran Upah.
Pasal 88B (1) Upah ditetapkan berdasarkan: a. satuan waktu; dan/atau b. satuan hasil.
(2) Ketentuan lebih lanjut mengenai Upah berdasarkan satuan waktu dan/atau satuan hasil sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Pemerintah.
Pasal 88C (1) Gubernur wajib menetapkan Upah minimum provinsi.
(2) Gubernur dapat menetapkan Upah minimum kabupaten/kota.
(3) Penetapan Upah minimum kabupaten/kota sebagaimana dimaksud pada ayat (2) dilakukan dalam hal hasil penghitungan Upah minimum kabupaten/kota lebih tinggi dari Upah minimum provinsi.
(4) Upah minimum sebagaimana dimaksud pada ayat (1) dan ayat (2) ditetapkan berdasarkan kondisi ekonomi dan Ketenagakerjaan.
(5) Kondisi ekonomi dan Ketenagakerjaan sebagaimana dimaksud pada ayat (4) menggunakan data yang bersumber dari lembaga yang berwenang di bidang statistik.
(6) Dalam hal kabupaten/kota belum memiliki Upah minimum dan akan menetapkan Upah minimum, penetapan Upah minimum harus memenuhi syarat tertentu.",551,Pengupahan
42,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,28,"(7) Ketentuan lebih lanjut mengenai tata cara penetapan Upah minimum sebagaimana dimaksud pada ayat (4) dan syarat tertentu sebagaimana dimaksud pada ayat (6) diatur dalam Peraturan Pemerintah.
Pasal 88D (1) Upah minimum sebagaimana dimaksud dalam Pasal 88C ayat (1) dan ayat (2) dihitung dengan menggunakan formula penghitungan Upah minimum.
(2) Formula penghitungan Upah minimum sebagaimana dimaksud pada ayat (1) mempertimbangkan variabel pertumbuhan ekonomi, inflasi, dan indeks tertentu.
(3) Ketentuan lebih lanjut mengenai formula penghitungan Upah minimum diatur dalam Peraturan Pemerintah.
Pasal 88E (1) Upah minimum sebagaimana dimaksud dalam Pasal 88C ayat (1) dan ayat (2) berlaku bagi Pekerja/Buruh dengan masa kerja kurang dari 1 (satu) tahun pada Perusahaan yang bersangkutan.
(2) Pengusaha dilarang membayar Upah lebih rendah dari Upah minimum.
Pasal 88F Dalam keadaan tertentu Pemerintah dapat menetapkan formula penghitungan Upah minimum yang berbeda dengan formula penghitungan Upah minimum sebagaimana dimaksud dalam Pasal 88D ayat (2).",552,Pengupahan
43,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,28,Pasal 89 dihapus.,553,Pengupahan
44,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,29,Pasal 90 dihapus.,553,
45,uu_06_2023,IV,KETENAGAKERJAAN,Kedua,Ketenagakerjaan,81,Ayat,30,"Di antara Pasal 90 dan Pasal 91 disisipkan 2 (dua) pasal, yakni Pasal 9OA dan Pasal 908 sehingga berbunyi sebagai berikut: Pasal 90A",553,
